TransactionID,DateKey,CustomerKey,ProductKey,ChannelKey,RegionKey,SalesRepKey,Quantity,UnitPrice,DiscountRate,NetAmount
T-20240328-0086,20240328,C-0238,P-400,CH-Retail,R-NA-E,S-019,1,156.52,0.0,156.52
T-20240328-0087,20240328,C-0264,P-200,CH-Retail,R-NA-W,S-011,1,130.65,0.0,130.65
T-20240328-0088,20240328,C-0128,P-300,CH-Online,R-APAC,S-018,1,81.18,0.0,81.18
T-20240328-0089,20240328,C-0223,P-300,CH-Retail,R-NA-E,S-017,1,170.6,0.0,170.6
T-20240328-0090,20240328,C-0067,P-200,CH-Online,R-NA-E,S-004,1,128.71,0.0,128.71
T-20240328-0091,20240328,C-0150,P-200,CH-Online,R-NA-E,S-002,1,98.29,0.0,98.29
T-20240328-0092,20240328,C-0134,P-100,CH-Online,R-NA-W,S-017,2,76.52,0.0,153.04
T-20240328-0093,20240328,C-0213,P-300,CH-Wholesale,R-EU,S-020,1,147.27,0.0,147.27
T-20240328-0094,20240328,C-0037,P-100,CH-Wholesale,R-NA-W,S-001,1,88.56,0.0,88.56
T-20240328-0095,20240328,C-0121,P-100,CH-Online,R-EU,S-013,3,82.6,0.0,247.8
T-20240328-0096,20240328,C-0226,P-100,CH-Wholesale,R-NA-E,S-010,1,130.94,0.0,130.94
T-20240328-0097,20240328,C-0291,P-300,CH-Online,R-NA-E,S-017,1,57.66,0.0,57.66
T-20240328-0098,20240328,C-0036,P-100,CH-Retail,R-EU,S-017,1,139.33,0.0,139.33
T-20240328-0099,20240328,C-0189,P-500,CH-Retail,R-NA-W,S-011,1,35.13,0.1,31.61
T-20240328-0100,20240328,C-0247,P-400,CH-Retail,R-NA-W,S-009,1,109.3,0.0,109.3
T-20240328-0101,20240328,C-0218,P-200,CH-Online,R-EU,S-003,1,138.79,0.0,138.79
T-20240328-0102,20240328,C-0257,P-300,CH-Online,R-APAC,S-010,3,155.27,0.05,442.51
T-20240328-0103,20240328,C-0176,P-100,CH-Online,R-NA-E,S-017,1,144.18,0.0,144.18
T-20240328-0104,20240328,C-0211,P-400,CH-Retail,R-NA-W,S-016,2,72.54,0.05,137.83
T-20240328-0105,20240328,C-0218,P-200,CH-Retail,R-EU,S-016,1,122.03,0.0,122.03
T-20240328-0106,20240328,C-0077,P-100,CH-Retail,R-EU,S-015,1,128.74,0.0,128.74
T-20240328-0107,20240328,C-0003,P-400,CH-Online,R-EU,S-013,1,126.84,0.1,114.15
T-20240328-0108,20240328,C-0026,P-200,CH-Wholesale,R-EU,S-002,2,90.54,0.0,181.08
T-20240328-0109,20240328,C-0003,P-300,CH-Wholesale,R-EU,S-006,2,54.69,0.05,103.92
T-20240328-0110,20240328,C-0284,P-400,CH-Online,R-NA-E,S-003,1,172.96,0.0,172.96
T-20240328-0111,20240328,C-0239,P-400,CH-Online,R-EU,S-001,1,185.13,0.0,185.13
T-20240328-0112,20240328,C-0244,P-200,CH-Retail,R-NA-W,S-017,2,80.01,0.0,160.01
T-20240328-0113,20240328,C-0030,P-400,CH-Online,R-NA-E,S-001,1,68.17,0.0,68.17
T-20240328-0114,20240328,C-0005,P-200,CH-Retail,R-NA-E,S-011,2,135.26,0.1,243.47
T-20240328-0115,20240328,C-0109,P-300,CH-Online,R-NA-E,S-004,1,163.03,0.0,163.03
T-20240328-0116,20240328,C-0257,P-300,CH-Retail,R-APAC,S-011,1,123.03,0.0,123.03
T-20240328-0117,20240328,C-0064,P-100,CH-Online,R-NA-W,S-013,1,108.68,0.1,97.81
T-20240328-0118,20240328,C-0219,P-300,CH-Online,R-EU,S-017,1,99.94,0.0,99.94
T-20240328-0119,20240328,C-0142,P-300,CH-Retail,R-NA-E,S-020,2,99.02,0.0,198.04
T-20240328-0120,20240328,C-0297,P-400,CH-Wholesale,R-EU,S-013,1,72.98,0.0,72.98
T-20240328-0121,20240328,C-0254,P-200,CH-Retail,R-NA-W,S-017,1,111.66,0.0,111.66
T-20240328-0122,20240328,C-0073,P-100,CH-Online,R-NA-E,S-002,1,142.6,0.0,142.6
T-20240328-0123,20240328,C-0181,P-300,CH-Online,R-NA-W,S-002,1,133.82,0.0,133.82
T-20240328-0124,20240328,C-0217,P-300,CH-Online,R-NA-W,S-018,2,73.59,0.0,147.17
T-20240329-0000,20240329,C-0276,P-500,CH-Online,R-NA-W,S-018,1,24.89,0.0,24.89
T-20240329-0001,20240329,C-0230,P-300,CH-Retail,R-EU,S-014,1,66.15,0.0,66.15
T-20240329-0002,20240329,C-0118,P-300,CH-Retail,R-NA-E,S-005,1,135.54,0.0,135.54
T-20240329-0003,20240329,C-0237,P-500,CH-Retail,R-NA-E,S-011,5,49.79,0.0,248.97
T-20240329-0004,20240329,C-0179,P-400,CH-Retail,R-APAC,S-004,2,91.77,0.0,183.55
T-20240329-0005,20240329,C-0291,P-300,CH-Online,R-NA-E,S-017,3,138.55,0.0,415.65
T-20240329-0006,20240329,C-0138,P-200,CH-Retail,R-EU,S-014,5,90.44,0.1,406.96
T-20240329-0007,20240329,C-0112,P-100,CH-Retail,R-NA-E,S-003,3,142.97,0.0,428.9
T-20240329-0008,20240329,C-0242,P-400,CH-Retail,R-APAC,S-002,2,177.73,0.0,355.46
T-20240329-0009,20240329,C-0292,P-500,CH-Online,R-NA-E,S-008,1,35.01,0.0,35.01
T-20240329-0010,20240329,C-0248,P-300,CH-Online,R-APAC,S-016,1,125.69,0.0,125.69
T-20240329-0011,20240329,C-0054,P-100,CH-Retail,R-APAC,S-006,1,73.65,0.0,73.65
T-20240329-0012,20240329,C-0016,P-300,CH-Wholesale,R-NA-E,S-007,1,163.83,0.0,163.83
T-20240329-0013,20240329,C-0050,P-200,CH-Online,R-NA-E,S-015,1,142.29,0.0,142.29
T-20240329-0014,20240329,C-0282,P-100,CH-Retail,R-NA-W,S-009,1,79.01,0.0,79.01
T-20240329-0015,20240329,C-0287,P-500,CH-Online,R-NA-W,S-018,1,42.74,0.0,42.74
T-20240329-0016,20240329,C-0189,P-100,CH-Online,R-NA-W,S-012,1,86.08,0.0,86.08
T-20240329-0017,20240329,C-0001,P-400,CH-Online,R-NA-W,S-006,3,66.59,0.0,199.78
T-20240329-0018,20240329,C-0170,P-200,CH-Retail,R-NA-W,S-012,1,133.73,0.0,133.73
T-20240329-0019,20240329,C-0177,P-400,CH-Retail,R-EU,S-007,1,177.34,0.0,177.34
T-20240329-0020,20240329,C-0219,P-400,CH-Retail,R-EU,S-015,1,142.23,0.15,120.9
T-20240329-0021,20240329,C-0147,P-100,CH-Retail,R-EU,S-001,1,141.54,0.0,141.54
T-20240329-0022,20240329,C-0208,P-200,CH-Online,R-EU,S-015,1,76.74,0.0,76.74
T-20240329-0023,20240329,C-0256,P-200,CH-Online,R-NA-W,S-014,1,74.16,0.0,74.16
T-20240329-0024,20240329,C-0136,P-400,CH-Retail,R-NA-W,S-013,3,108.03,0.0,324.1
T-20240329-0025,20240329,C-0190,P-300,CH-Online,R-NA-E,S-014,1,133.22,0.0,133.22
T-20240329-0026,20240329,C-0009,P-200,CH-Online,R-EU,S-015,1,128.4,0.0,128.4
T-20240329-0027,20240329,C-0263,P-200,CH-Retail,R-NA-E,S-009,1,104.81,0.0,104.81
T-20240329-0028,20240329,C-0168,P-100,CH-Wholesale,R-NA-E,S-018,2,89.55,0.0,179.1
T-20240329-0029,20240329,C-0189,P-100,CH-Online,R-NA-W,S-006,1,123.63,0.1,111.26
T-20240329-0030,20240329,C-0023,P-400,CH-Retail,R-NA-E,S-020,2,124.31,0.0,248.62
T-20240329-0031,20240329,C-0297,P-300,CH-Online,R-EU,S-004,1,127.25,0.0,127.25
T-20240329-0032,20240329,C-0151,P-200,CH-Online,R-APAC,S-008,1,70.41,0.0,70.41
T-20240329-0033,20240329,C-0240,P-400,CH-Retail,R-NA-E,S-019,1,88.01,0.1,79.21
T-20240329-0034,20240329,C-0011,P-300,CH-Retail,R-NA-E,S-011,1,93.42,0.0,93.42
T-20240329-0035,20240329,C-0001,P-400,CH-Online,R-NA-W,S-008,1,165.1,0.15,140.33
T-20240329-0036,20240329,C-0177,P-400,CH-Retail,R-EU,S-010,3,193.08,0.0,579.25
T-20240329-0037,20240329,C-0300,P-400,CH-Retail,R-NA-E,S-005,1,162.92,0.0,162.92
T-20240329-0038,20240329,C-0142,P-400,CH-Retail,R-NA-E,S-002,1,50.64,0.0,50.64
T-20240329-0039,20240329,C-0007,P-300,CH-Online,R-NA-E,S-012,1,97.8,0.0,97.8
T-20240329-0040,20240329,C-0123,P-400,CH-Online,R-NA-W,S-020,1,132.54,0.0,132.54
T-20240329-0041,20240329,C-0024,P-400,CH-Retail,R-NA-W,S-006,3,60.69,0.0,182.07
T-20240329-0042,20240329,C-0231,P-100,CH-Online,R-EU,S-011,1,105.96,0.0,105.96
T-20240329-0043,20240329,C-0239,P-200,CH-Online,R-EU,S-019,1,100.79,0.05,95.75
T-20240329-0044,20240329,C-0155,P-100,CH-Retail,R-APAC,S-018,1,90.84,0.0,90.84
T-20240329-0045,20240329,C-0007,P-100,CH-Online,R-NA-E,S-007,1,147.23,0.0,147.23
T-20240329-0046,20240329,C-0226,P-400,CH-Online,R-NA-E,S-017,1,189.78,0.0,189.78
T-20240329-0047,20240329,C-0104,P-500,CH-Retail,R-NA-W,S-004,1,33.87,0.1,30.49
T-20240329-0048,20240329,C-0103,P-300,CH-Retail,R-NA-W,S-003,1,155.71,0.0,155.71
T-20240329-0049,20240329,C-0103,P-400,CH-Retail,R-NA-W,S-004,2,44.34,0.0,88.68
T-20240329-0050,20240329,C-0148,P-200,CH-Retail,R-NA-W,S-014,1,128.55,0.0,128.55
T-20240329-0051,20240329,C-0186,P-400,CH-Wholesale,R-EU,S-009,1,188.68,0.0,188.68
T-20240329-0052,20240329,C-0176,P-200,CH-Wholesale,R-NA-E,S-018,1,132.61,0.0,132.61
T-20240329-0053,20240329,C-0296,P-400,CH-Retail,R-NA-W,S-018,1,169.92,0.0,169.92
T-20240329-0054,20240329,C-0005,P-400,CH-Retail,R-NA-E,S-016,1,108.9,0.0,108.9
T-20240329-0055,20240329,C-0010,P-500,CH-Online,R-EU,S-012,1,44.78,0.0,44.78
T-20240329-0056,20240329,C-0222,P-400,CH-Retail,R-NA-W,S-008,1,191.17,0.0,191.17
T-20240329-0057,20240329,C-0073,P-200,CH-Retail,R-NA-E,S-009,1,104.03,0.0,104.03
T-20240329-0058,20240329,C-0174,P-100,CH-Online,R-NA-E,S-018,1,139.98,0.0,139.98
T-20240329-0059,20240329,C-0032,P-400,CH-Online,R-NA-E,S-006,1,52.38,0.0,52.38
T-20240329-0060,20240329,C-0085,P-300,CH-Retail,R-NA-W,S-014,5,113.81,0.1,512.16
T-20240329-0061,20240329,C-0282,P-400,CH-Wholesale,R-NA-W,S-006,2,183.19,0.0,366.39
T-20240329-0062,20240329,C-0055,P-200,CH-Online,R-NA-W,S-007,1,88.11,0.0,88.11
T-20240329-0063,20240329,C-0136,P-100,CH-Online,R-NA-W,S-005,5,86.49,0.0,432.45
T-20240329-0064,20240329,C-0116,P-100,CH-Retail,R-APAC,S-003,1,135.15,0.0,135.15
T-20240329-0065,20240329,C-0056,P-300,CH-Online,R-APAC,S-010,1,112.93,0.15,95.99
T-20240329-0066,20240329,C-0243,P-100,CH-Retail,R-APAC,S-016,1,134.96,0.15,114.72
T-20240329-0067,20240329,C-0238,P-400,CH-Retail,R-NA-E,S-011,1,78.12,0.0,78.12
T-20240329-0068,20240329,C-0299,P-200,CH-Online,R-EU,S-003,1,99.78,0.0,99.78
T-20240329-0069,20240329,C-0056,P-300,CH-Retail,R-APAC,S-015,1,100.9,0.0,100.9
T-20240329-0070,20240329,C-0164,P-400,CH-Online,R-NA-W,S-012,1,138.7,0.0,138.7
T-20240329-0071,20240329,C-0287,P-200,CH-Retail,R-NA-W,S-001,1,121.63,0.0,121.63
T-20240329-0072,20240329,C-0008,P-200,CH-Online,R-APAC,S-013,3,132.98,0.0,398.94
T-20240329-0073,20240329,C-0100,P-400,CH-Online,R-NA-E,S-016,2,138.24,0.15,235.02
T-20240329-0074,20240329,C-0147,P-500,CH-Online,R-EU,S-007,3,48.77,0.05,138.98
T-20240329-0075,20240329,C-0066,P-200,CH-Retail,R-NA-W,S-007,1,104.06,0.05,98.86
T-20240329-0076,20240329,C-0139,P-300,CH-Retail,R-NA-W,S-006,1,54.7,0.0,54.7
T-20240329-0077,20240329,C-0195,P-500,CH-Retail,R-NA-W,S-003,2,36.68,0.0,73.35
T-20240329-0078,20240329,C-0289,P-300,CH-Retail,R-NA-E,S-012,1,189.87,0.0,189.87
T-20240329-0079,20240329,C-0195,P-400,CH-Retail,R-NA-W,S-009,2,91.89,0.0,183.79
T-20240329-0080,20240329,C-0123,P-500,CH-Online,R-NA-W,S-011,3,19.07,0.0,57.22
T-20240329-0081,20240329,C-0295,P-500,CH-Retail,R-NA-E,S-006,1,21.13,0.1,19.02
T-20240329-0082,20240329,C-0249,P-400,CH-Online,R-APAC,S-012,1,176.19,0.0,176.19
T-20240329-0083,20240329,C-0098,P-300,CH-Retail,R-NA-W,S-016,1,191.11,0.0,191.11
T-20240329-0084,20240329,C-0050,P-100,CH-Retail,R-NA-E,S-006,3,103.48,0.05,294.9
T-20240329-0085,20240329,C-0284,P-100,CH-Retail,R-NA-E,S-012,1,107.07,0.1,96.36
T-20240329-0086,20240329,C-0270,P-200,CH-Retail,R-NA-E,S-004,1,136.5,0.1,122.85
T-20240329-0087,20240329,C-0092,P-100,CH-Online,R-EU,S-018,1,100.42,0.0,100.42
T-20240329-0088,20240329,C-0030,P-100,CH-Online,R-NA-E,S-017,1,116.64,0.0,116.64
T-20240329-0089,20240329,C-0158,P-200,CH-Retail,R-EU,S-008,1,89.72,0.05,85.23
T-20240329-0090,20240329,C-0121,P-100,CH-Online,R-EU,S-013,1,74.69,0.0,74.69
T-20240329-0091,20240329,C-0155,P-100,CH-Online,R-APAC,S-005,1,115.86,0.0,115.86
T-20240329-0092,20240329,C-0066,P-100,CH-Online,R-NA-W,S-003,1,70.48,0.0,70.48
T-20240329-0093,20240329,C-0101,P-200,CH-Online,R-NA-E,S-019,1,100.41,0.0,100.41
T-20240329-0094,20240329,C-0295,P-400,CH-Online,R-NA-E,S-005,1,119.54,0.1,107.59
T-20240329-0095,20240329,C-0284,P-400,CH-Retail,R-NA-E,S-018,1,121.1,0.0,121.1
T-20240329-0096,20240329,C-0084,P-500,CH-Retail,R-NA-E,S-006,1,31.39,0.05,29.82
T-20240329-0097,20240329,C-0055,P-400,CH-Online,R-NA-W,S-009,1,169.25,0.15,143.87
T-20240330-0000,20240330,C-0270,P-500,CH-Retail,R-NA-E,S-020,1,44.53,0.0,44.53
T-20240330-0001,20240330,C-0061,P-100,CH-Online,R-NA-W,S-007,1,74.54,0.0,74.54
T-20240330-0002,20240330,C-0050,P-300,CH-Online,R-NA-E,S-006,1,60.39,0.0,60.39
T-20240330-0003,20240330,C-0013,P-300,CH-Retail,R-EU,S-011,1,77.18,0.0,77.18
T-20240330-0004,20240330,C-0196,P-300,CH-Online,R-NA-W,S-011,1,184.23,0.0,184.23
T-20240330-0005,20240330,C-0275,P-100,CH-Retail,R-NA-W,S-018,1,118.81,0.1,106.93
T-20240330-0006,20240330,C-0216,P-200,CH-Online,R-NA-E,S-007,1,121.28,0.0,121.28
T-20240330-0007,20240330,C-0292,P-200,CH-Retail,R-NA-E,S-019,3,121.01,0.1,326.72
T-20240330-0008,20240330,C-0268,P-300,CH-Online,R-EU,S-003,2,97.47,0.0,194.94
T-20240330-0009,20240330,C-0013,P-400,CH-Retail,R-EU,S-009,1,114.29,0.0,114.29
T-20240330-0010,20240330,C-0024,P-100,CH-Online,R-NA-W,S-014,1,117.97,0.05,112.07
T-20240330-0011,20240330,C-0174,P-400,CH-Online,R-NA-E,S-017,1,100.7,0.0,100.7
T-20240330-0012,20240330,C-0271,P-300,CH-Online,R-EU,S-003,1,58.7,0.0,58.7
T-20240330-0013,20240330,C-0094,P-200,CH-Wholesale,R-NA-W,S-006,1,134.9,0.0,134.9
T-20240330-0014,20240330,C-0096,P-200,CH-Online,R-NA-W,S-011,1,96.92,0.0,96.92
T-20240330-0015,20240330,C-0035,P-200,CH-Retail,R-APAC,S-013,1,70.06,0.0,70.06
T-20240330-0016,20240330,C-0242,P-300,CH-Online,R-APAC,S-014,1,147.97,0.0,147.97
T-20240330-0017,20240330,C-0207,P-300,CH-Retail,R-NA-E,S-003,1,176.82,0.05,167.98
T-20240330-0018,20240330,C-0150,P-500,CH-Retail,R-NA-E,S-009,3,11.53,0.0,34.6
T-20240330-0019,20240330,C-0281,P-200,CH-Retail,R-APAC,S-006,1,133.55,0.0,133.55
T-20240330-0020,20240330,C-0280,P-200,CH-Online,R-EU,S-011,1,120.68,0.0,120.68
T-20240330-0021,20240330,C-0164,P-100,CH-Online,R-NA-W,S-008,1,98.07,0.0,98.07
T-20240330-0022,20240330,C-0268,P-200,CH-Retail,R-EU,S-020,1,115.27,0.0,115.27
T-20240330-0023,20240330,C-0037,P-200,CH-Retail,R-NA-W,S-008,2,137.73,0.0,275.46
T-20240330-0024,20240330,C-0018,P-200,CH-Retail,R-NA-W,S-015,1,103.32,0.0,103.32
T-20240330-0025,20240330,C-0111,P-300,CH-Online,R-NA-E,S-015,1,43.56,0.1,39.21
T-20240330-0026,20240330,C-0225,P-300,CH-Retail,R-NA-E,S-008,2,62.75,0.1,112.95
T-20240330-0027,20240330,C-0297,P-100,CH-Online,R-EU,S-013,1,113.38,0.0,113.38
T-20240330-0028,20240330,C-0268,P-300,CH-Retail,R-EU,S-015,1,118.26,0.0,118.26
T-20240330-0029,20240330,C-0197,P-400,CH-Online,R-EU,S-016,3,168.26,0.05,479.55
T-20240330-0030,20240330,C-0097,P-100,CH-Retail,R-NA-W,S-002,1,142.72,0.0,142.72
T-20240330-0031,20240330,C-0158,P-200,CH-Retail,R-EU,S-003,1,74.15,0.0,74.15
T-20240330-0032,20240330,C-0017,P-100,CH-Retail,R-NA-W,S-016,1,96.82,0.1,87.14
T-20240330-0033,20240330,C-0035,P-100,CH-Online,R-APAC,S-010,1,148.8,0.0,148.8
T-20240330-0034,20240330,C-0198,P-400,CH-Online,R-APAC,S-020,1,119.89,0.05,113.9
T-20240330-0035,20240330,C-0117,P-100,CH-Retail,R-EU,S-001,1,122.34,0.0,122.34
T-20240330-0036,20240330,C-0239,P-200,CH-Retail,R-EU,S-005,5,96.92,0.0,484.61
T-20240330-0037,20240330,C-0011,P-100,CH-Online,R-NA-E,S-003,1,144.21,0.0,144.21
T-20240330-0038,20240330,C-0027,P-100,CH-Online,R-NA-E,S-007,2,100.9,0.0,201.8
T-20240330-0039,20240330,C-0270,P-400,CH-Retail,R-NA-E,S-018,1,171.86,0.0,171.86
T-20240330-0040,20240330,C-0099,P-300,CH-Online,R-NA-E,S-014,1,79.37,0.1,71.43
T-20240330-0041,20240330,C-0126,P-300,CH-Retail,R-NA-W,S-014,1,112.8,0.0,112.8
T-20240330-0042,20240330,C-0212,P-300,CH-Wholesale,R-EU,S-014,1,71.51,0.0,71.51
T-20240330-0043,20240330,C-0122,P-400,CH-Retail,R-APAC,S-001,2,169.78,0.0,339.56
T-20240330-0044,20240330,C-0075,P-300,CH-Online,R-EU,S-018,1,46.11,0.0,46.11
T-20240330-0045,20240330,C-0005,P-500,CH-Online,R-NA-E,S-003,1,30.94,0.1,27.84
T-20240330-0046,20240330,C-0158,P-100,CH-Retail,R-EU,S-013,1,138.01,0.0,138.01
T-20240330-0047,20240330,C-0236,P-400,CH-Retail,R-EU,S-020,1,151.44,0.0,151.44
T-20240330-0048,20240330,C-0203,P-300,CH-Retail,R-NA-E,S-015,1,61.14,0.0,61.14
T-20240330-0049,20240330,C-0208,P-400,CH-Retail,R-EU,S-020,2,136.55,0.0,273.11
T-20240330-0050,20240330,C-0281,P-400,CH-Retail,R-APAC,S-018,1,195.83,0.0,195.83
T-20240330-0051,20240330,C-0281,P-100,CH-Wholesale,R-APAC,S-003,1,138.2,0.15,117.47
T-20240330-0052,20240330,C-0062,P-400,CH-Wholesale,R-NA-E,S-019,3,116.44,0.0,349.31
T-20240330-0053,20240330,C-0225,P-200,CH-Online,R-NA-E,S-015,1,70.91,0.0,70.91
T-20240330-0054,20240330,C-0257,P-200,CH-Retail,R-APAC,S-018,1,128.72,0.0,128.72
T-20240330-0055,20240330,C-0116,P-100,CH-Retail,R-APAC,S-001,1,123.49,0.05,117.32
T-20240330-0056,20240330,C-0175,P-400,CH-Wholesale,R-EU,S-018,1,63.83,0.0,63.83
T-20240330-0057,20240330,C-0283,P-300,CH-Online,R-NA-W,S-005,1,56.61,0.15,48.12
T-20240330-0058,20240330,C-0294,P-500,CH-Retail,R-NA-W,S-012,1,24.13,0.05,22.92
T-20240330-0059,20240330,C-0296,P-200,CH-Retail,R-NA-W,S-019,5,143.49,0.05,681.57
T-20240330-0060,20240330,C-0209,P-300,CH-Retail,R-NA-E,S-020,1,120.4,0.0,120.4
T-20240330-0061,20240330,C-0140,P-200,CH-Online,R-APAC,S-019,1,85.74,0.1,77.17
T-20240330-0062,20240330,C-0066,P-400,CH-Retail,R-NA-W,S-001,1,117.57,0.0,117.57
T-20240330-0063,20240330,C-0200,P-300,CH-Online,R-EU,S-003,1,112.23,0.1,101.0
T-20240330-0064,20240330,C-0033,P-300,CH-Retail,R-NA-E,S-001,1,170.65,0.0,170.65
T-20240330-0065,20240330,C-0141,P-500,CH-Retail,R-APAC,S-017,1,36.42,0.05,34.6
T-20240330-0066,20240330,C-0043,P-200,CH-Retail,R-NA-E,S-009,1,128.21,0.1,115.39
T-20240330-0067,20240330,C-0149,P-300,CH-Retail,R-NA-E,S-005,1,162.65,0.1,146.38
T-20240330-0068,20240330,C-0211,P-300,CH-Online,R-NA-W,S-005,3,93.69,0.05,267.0
T-20240330-0069,20240330,C-0286,P-100,CH-Online,R-NA-E,S-011,1,75.93,0.0,75.93
T-20240330-0070,20240330,C-0276,P-300,CH-Online,R-NA-W,S-017,1,196.34,0.0,196.34
T-20240330-0071,20240330,C-0082,P-200,CH-Online,R-EU,S-016,1,93.45,0.0,93.45
T-20240330-0072,20240330,C-0213,P-300,CH-Online,R-EU,S-005,1,64.34,0.0,64.34
T-20240330-0073,20240330,C-0120,P-300,CH-Online,R-NA-W,S-012,1,173.87,0.0,173.87
T-20240330-0074,20240330,C-0263,P-400,CH-Online,R-NA-E,S-014,1,102.18,0.05,97.07
T-20240330-0075,20240330,C-0197,P-200,CH-Online,R-EU,S-010,1,124.05,0.0,124.05
T-20240330-0076,20240330,C-0265,P-100,CH-Retail,R-APAC,S-013,1,95.78,0.0,95.78
T-20240330-0077,20240330,C-0045,P-200,CH-Retail,R-NA-E,S-015,1,105.5,0.0,105.5
T-20240330-0078,20240330,C-0018,P-300,CH-Retail,R-NA-W,S-006,1,189.82,0.0,189.82
T-20240330-0079,20240330,C-0114,P-100,CH-Retail,R-EU,S-005,1,72.67,0.1,65.41
T-20240330-0080,20240330,C-0001,P-300,CH-Retail,R-NA-W,S-016,1,199.3,0.0,199.3
T-20240330-0081,20240330,C-0237,P-200,CH-Retail,R-NA-E,S-006,1,123.55,0.0,123.55
T-20240330-0082,20240330,C-0037,P-300,CH-Online,R-NA-W,S-011,2,170.18,0.0,340.36
T-20240330-0083,20240330,C-0020,P-200,CH-Retail,R-NA-E,S-009,1,76.54,0.15,65.06
T-20240330-0084,20240330,C-0186,P-300,CH-Retail,R-EU,S-005,1,70.84,0.0,70.84
T-20240330-0085,20240330,C-0120,P-400,CH-Retail,R-NA-W,S-011,1,72.89,0.0,72.89
T-20240330-0086,20240330,C-0041,P-400,CH-Retail,R-NA-E,S-006,1,180.36,0.0,180.36
T-20240330-0087,20240330,C-0300,P-300,CH-Retail,R-NA-E,S-017,3,190.77,0.0,572.31
T-20240330-0088,20240330,C-0235,P-300,CH-Retail,R-NA-E,S-009,1,83.34,0.0,83.34
T-20240330-0089,20240330,C-0081,P-400,CH-Online,R-APAC,S-008,1,196.91,0.05,187.07
T-20240330-0090,20240330,C-0027,P-300,CH-Retail,R-NA-E,S-007,1,59.68,0.0,59.68
T-20240330-0091,20240330,C-0021,P-300,CH-Online,R-EU,S-005,1,87.56,0.0,87.56
T-20240330-0092,20240330,C-0296,P-400,CH-Retail,R-NA-W,S-017,1,75.06,0.0,75.06
T-20240330-0093,20240330,C-0246,P-400,CH-Retail,R-APAC,S-009,1,158.57,0.1,142.72
T-20240330-0094,20240330,C-0044,P-200,CH-Retail,R-APAC,S-019,1,78.22,0.0,78.22
T-20240330-0095,20240330,C-0172,P-200,CH-Retail,R-NA-E,S-012,1,99.85,0.0,99.85
T-20240330-0096,20240330,C-0261,P-300,CH-Online,R-EU,S-008,1,108.93,0.05,103.49
T-20240330-0097,20240330,C-0197,P-100,CH-Retail,R-EU,S-016,1,140.54,0.05,133.52
T-20240330-0098,20240330,C-0220,P-300,CH-Retail,R-EU,S-014,2,51.56,0.0,103.13
T-20240330-0099,20240330,C-0149,P-300,CH-Retail,R-NA-E,S-014,1,89.02,0.0,89.02
T-20240330-0100,20240330,C-0008,P-300,CH-Retail,R-APAC,S-019,1,141.72,0.05,134.63
T-20240330-0101,20240330,C-0165,P-400,CH-Retail,R-NA-E,S-003,1,47.24,0.0,47.24
T-20240330-0102,20240330,C-0108,P-200,CH-Wholesale,R-EU,S-007,1,117.06,0.0,117.06
T-20240330-0103,20240330,C-0149,P-300,CH-Retail,R-NA-E,S-006,1,43.36,0.0,43.36
T-20240330-0104,20240330,C-0219,P-300,CH-Online,R-EU,S-005,1,130.85,0.0,130.85
T-20240330-0105,20240330,C-0249,P-200,CH-Online,R-APAC,S-016,1,137.47,0.0,137.47
T-20240330-0106,20240330,C-0274,P-200,CH-Online,R-APAC,S-011,1,100.55,0.0,100.55
T-20240330-0107,20240330,C-0197,P-300,CH-Online,R-EU,S-001,1,104.32,0.0,104.32
T-20240330-0108,20240330,C-0162,P-200,CH-Retail,R-EU,S-010,1,76.52,0.0,76.52
T-20240330-0109,20240330,C-0099,P-400,CH-Online,R-NA-E,S-017,1,90.03,0.0,90.03
T-20240330-0110,20240330,C-0090,P-500,CH-Wholesale,R-NA-W,S-007,1,18.3,0.0,18.3
T-20240330-0111,20240330,C-0157,P-100,CH-Online,R-EU,S-003,1,94.99,0.1,85.49
T-20240331-0000,20240331,C-0155,P-200,CH-Online,R-APAC,S-009,1,140.94,0.0,140.94
T-20240331-0001,20240331,C-0015,P-400,CH-Wholesale,R-NA-E,S-016,1,105.34,0.0,105.34
T-20240331-0002,20240331,C-0289,P-400,CH-Wholesale,R-NA-E,S-005,1,44.92,0.0,44.92
T-20240331-0003,20240331,C-0096,P-200,CH-Online,R-NA-W,S-019,1,119.1,0.0,119.1
T-20240331-0004,20240331,C-0226,P-300,CH-Online,R-NA-E,S-015,1,126.2,0.0,126.2
T-20240331-0005,20240331,C-0118,P-300,CH-Wholesale,R-NA-E,S-015,1,60.49,0.15,51.42
T-20240331-0006,20240331,C-0199,P-200,CH-Retail,R-APAC,S-012,1,78.5,0.0,78.5
T-20240331-0007,20240331,C-0141,P-500,CH-Online,R-APAC,S-016,1,21.26,0.0,21.26
T-20240331-0008,20240331,C-0181,P-200,CH-Online,R-NA-W,S-011,1,74.54,0.0,74.54
T-20240331-0009,20240331,C-0167,P-300,CH-Online,R-NA-W,S-007,1,101.57,0.0,101.57
T-20240331-0010,20240331,C-0115,P-200,CH-Retail,R-EU,S-016,1,146.41,0.0,146.41
T-20240331-0011,20240331,C-0106,P-100,CH-Online,R-NA-E,S-010,1,129.43,0.0,129.43
T-20240331-0012,20240331,C-0004,P-100,CH-Online,R-NA-W,S-018,1,119.4,0.0,119.4
